Idesco Ltd,Teknologiantie 9,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/idesco-ltd.html?p5286=4
Inoptics Ltd,Teknologiantie 14 D,90590 Oulu,Inoptics has developed a NFC-TimeClean which is a terminal device that reads NFC tags and sends the stamping data in real-time over a cellular network system to Internet application. Terminals are used in building sites where terminals collect data for Time & Attendance use. NFC-TimeClean provides rugged design for harsh conditions and it works if GSM or 3G network is available -thus almost everywhere and always on-line.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/inoptics-ltd.html?p5286=4
Ilmestys Ltd,Karjakatu 8,90130 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ilmestys-ltd.html?p5286=4
Jps Production,Alatie 14 B,90520 Oulu,In the field of production services we have mainly produced feature films, music videos and ads. We also offer program services, such as entertainers, DJs, etc.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/jps-production.html?p5286=4
Kaleva Ltd,Lekatie 1,90140 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/kaleva-ltd.html?p5286=4
Kluu Ltd,Koulukatu 19 A 1,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/kluu-ltd.html?p5286=4
Kolster Ltd,Elektroniikkatie 8,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/kolster-ltd.html?p5286=4
Koodiviidakko Ltd,Alasintie 7,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/koodiviidakko-ltd.html?p5286=4
KURU Digital Creations Ltd,Kaarnatie 40,90530 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/kuru-digital-creations-ltd.html?p5286=4
10E Insulation Ltd,Konetie 20,90620 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/10e-insulation-ltd.html?p5286=4
LED in Oy Ltd,Ravanderintie 3 A 4,90570 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/led-in-oy-ltd.html?p5286=4
Labkotec Ltd,Pohjois-Suomen aluekonttori / Regional office for Northern Finland,Haaransuontie 9,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/labkotec-ltd.html?p5286=4
Lewel Group Finland Ltd,Elektroniikkatie 10,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/lewel-group-finland-ltd.html?p5286=5
Liikuntavieteri Ltd,Kajaaninkatu 36,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/liikuntavieteri-ltd.html?p5286=5
LudoCraft Ltd,Kasarmintie 23,90130 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ludocraft-ltd.html?p5286=5
Lujateko Ltd,Sammaltie 15,90620 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/lujateko-ltd.html?p5286=5
LumoLink,Isokatu 28 as. 4,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/lumolink.html?p5286=5
Mawell Ltd,Kansankatu 46,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/mawell-ltd.html?p5286=5
Max Technologies Ltd,Kiilakiventie 1,90250 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/max-technologies-ltd.html?p5286=5
Mekitec Ltd,Teknologiantie 3,90590 Oulu,Mekitec aims at providing the customer with x-ray inspection system and image software suitable for seamless integration into food processing line.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/mekitec-ltd.html?p5286=5
Medfiles Oy Ltd,Kiviharjuntie 11,90220 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/medfiles-oy-ltd.html?p5286=5
Mediracer Ltd,Uusikatu 53,90120 Oulu,LifeSciences,http://www.businessoulu.com/en/company-services/online-services/company-database/company/mediracer-ltd.html?p5286=5
MedKit Finland Ltd,Haaransuontie 3,90240 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/medkit-finland-ltd.html?p5286=5
Megalon Finland Ltd,Alasintie 7,90400 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/megalon-finland-ltd.html?p5286=5
Minus Degree Mobile Ltd,Hallituskatu 29 B,90100 Oulu,Melod.io is a mobile application where everyone can quickly and easily create their own personalized music messages and share those with friends and family through a variety of social media. Melod.io is available for iOS and soon to be released also on Android.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/minus-degree-mobile-ltd.html?p5286=5
SingOn Ltd,Hallituskatu 29 B,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/singon-ltd.html?p5286=5
Avoris Ltd,Haaransuontie 13 B 1,90240 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/avoris-ltd.html?p5286=5
MSTConsulting Ltd,Kiilakiventie 1,90250 Oulu,Our policy is not to leave the customer alone by himself after construction phase of the operating system. System administration will ensure the effective implementation of operational systems for the future.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/mstconsulting-ltd.html?p5286=6
Muotoiluasema Ltd,Rautatienkatu 18 B 13,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/muotoiluasema-ltd.html?p5286=6
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nallikari-lomakyla-camping.html?p5286=6
Codenomicon Ltd,Tutkijantie 4 E,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/codenomicon-ltd.html?p5286=6
Netplaza Ltd,Kauurienkatu 11 B 22,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/netplaza-ltd.html?p5286=6
Nokia Corp.,Yrttiellontie 1,90230 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nokia-corp..html?p5286=6
Nome Ltd,Lunkintie 9,90460 Oulunsalo,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nome-ltd.html?p5286=6
Noptel Ltd,Teknologiantie 2,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/noptel-ltd.html?p5286=6
Nordea Bank Finland Corp.,Kirkkokatu 6,90100 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nordea-bank-finland-corp..html?p5286=6
Nortal Ltd,Tietotie 2,90460 Oulunsalo,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nortal-ltd.html?p5286=6
Nuance Communications Finland Ltd,Hallituskatu 13-17 C 19,90100 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nuance-communications-finland-ltd.html?p5286=6
Nuventur Ltd,Teollisuustie 1,90830 Haukipudas,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/nuventur-ltd.html?p5286=6
Ohjelmistohuolto.fi,Aarnentie 14,90900 Kiiminki,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ohjelmistohuolto.fi.html?p5286=6
OMP Konepaja,Lumijoentie 2,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/omp-konepaja.html?p5286=6
Opteam Oulu Ltd,Torikatu 3,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/opteam-oulu-ltd.html?p5286=6
Orbis Ltd,Konekuja 8,90620 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/orbis-ltd.html?p5286=7
Oulun Teollisuuskojeistot Ltd,Oritkarintie 6,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-teollisuuskojeistot-ltd.html?p5286=7
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/pedihealth-ltd.html?p5286=7
POHTO Ltd,Vellamontie 12,90510 Oulu,POHTO is a pioneer in the area of functional education. The business simulation tools we use to visualize business operation and management are unique. Actual business operations and group processes as well as communication can be practiced in a realistic environment where people themselves are physically present.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/pohto-ltd.html?p5286=7
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/neusoft-ltd.html?p5286=7
ProWellness Ltd,Teknologiantie 5 B,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/prowellness-ltd.html?p5286=7
Asianajotoimisto Pro Juridica Ltd,Hallituskatu 13-17 D 39,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/asianajotoimisto-pro-juridica-ltd.html?p5286=7
Qprojects Ltd,Teollisuustie 1 A,90830 Haukipudas,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/qprojects-ltd.html?p5286=7
Jidea Ltd,Kasarmintie 21,90130 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/jidea-ltd.html?p5286=7
Quanttos Ltd,Kasarmintie 21,90130 Oulu /,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/quanttos-ltd.html?p5286=7
Areite Ltd,Kasarmintie 21,90130 OULU,Trade and servicesIndustrylegal and accounting services,http://www.businessoulu.com/en/company-services/online-services/company-database/company/areite-ltd.html?p5286=7
Ramboll Finland Ltd,Kiviharjuntie 11,90220 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ramboll-finland-ltd.html?p5286=7
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/realia-management-ltd.html?p5286=7
Refecor Ltd,Isokatu 8 A 1,90100 Oulu,We are financially stable, AAA-classified, good reputation company worth of trust. Our business targets are to grow continuously and in longer term.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/refecor-ltd.html?p5286=7
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oy-honkamajat-finland-ltd.html?p5286=7
CEP Electric Ltd,Lunkintie 3 A 2,90400 Oulunsalo,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/cep-electric-ltd.html?p5286=8
Lassila & Tikanoja Corp.,Liitintie 29,90620 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/lassila-tikanoja-corp..html?p5286=8
Oulun Energia Siirto ja Jakelu Ltd,Kasarmintie 6,PL 116,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-energia-siirto-ja-jakelu-ltd.html?p5286=8
Asianajotoimisto PPV Lex Ltd,Kirkkokatu 27 A,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/asianajotoimisto-ppv-lex-ltd.html?p5286=8
Ros Cooper Communication Matters,Oulu, Finland,+358 (0)40 535 1267,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ros-cooper-communication-matters.html?p5286=8
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/samira-group-ltd.html?p5286=8
Sampo Bank, Oulu office,Kirkkokatu 13,90100 Oulu,Sampo Bank provides comprehensive banking services to private, business and institutional customers. In addition to conventional banking products, it also specialises in savings and investments. Sampo Bank currently has more than 1.1 million personal customers and about 100,000 business and institutional customers. It has 117 branches.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sampo-bank-oulu-office.html?p5286=8
SensApex Ltd,Mallastie 13 B,90520 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sensapex-ltd.html?p5286=8
Sensorfit Ltd,Kajaaninkatu 36 A 203,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/sensorfit-ltd.html?p5286=8
Spinfy Ltd,Isokatu 32 B,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/spinfy-ltd.html?p5286=8
Studio Juha Sarkkinen,Paljetie 4,90140 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/studio-juha-sarkkinen.html?p5286=8
Suomen Terveystalo Ltd,Terveystalo Oulu,Albertinkatu 16,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/suomen-terveystalo-ltd.html?p5286=8
Tapiola Bank Ltd, Oulu,Taiola, Keskusta / Oulu center:,Kirkkokatu 9,Tapiola Bank is owned by the mutual companies of the Tapiola Group, thus also owned by the policyholders.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/tapiola-bank-ltd-oulu.html?p5286=8
Technopolis Corp. Oulu,Elektroniikkatie 8,90590 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/technopolis-corp.-oulu.html?p5286=8
Terve Media Inc,Kasarmintie 15,90130 Oulu /,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/terve-media-inc.html?p5286=8
Funky Monkey General Partnership,Kauurienkatu 11 B 53,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/funky-monkey-general-partnership.html?p5286=9
Thule Digital Ltd,Teknologiantie 1,90540 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/thule-digital-ltd.html?p5286=9
Transtech Ltd,Elektroniikkatie 2,90590 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/transtech-ltd.html?p5286=9
Triacle Biocomputing,Kiolankuja 7,90540 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/triacle-biocomputing.html?p5286=9
Valio Ltd Oulu Dairy,Kangaskontiontie 2,90240 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/valio-ltd-oulu-dairy.html?p5286=9
Valkee Ltd,Elektroniikkatie 4,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/valkee-ltd.html?p5286=9
Wavin-Labko Oy / Regional office for Northern Finland,Haarasuontie 9,90240 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/wavin-labko-oy-regional-office-for-northern-finland.html?p5286=9
Veltor Ltd,Poratie 9,90140 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/veltor-ltd.html?p5286=9
WhileOnTheMove Ltd,Elektroniikkatie 3,90590 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/whileonthemove-ltd.html?p5286=9
WhiteZone Ltd,Kirkkokatu 20,90100 Oulu,We are part of sbspartnerIT Oy, which is a service provider chain in Finland, established in January 2007. It consists of 22 small companies. More information http://www.sbspartnerit.fi/,http://www.businessoulu.com/en/company-services/online-services/company-database/company/whitezone-ltd.html?p5286=9
VMP Group,Uusikatu 35,90100 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/vmp-group.html?p5286=9
WSP Finland Ltd,Kiviharjunlenkki 1 D,90220 Oulu,WSP Finland belongs to the international WSP Group, with 9,000 experts working in 200 permanent offices in 35 countries. Established in the 1969, WSP Group is listed on London Stock Exchange.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/wsp-finland-ltd.html?p5286=9
xperion Ltd,Lumijoentie 2,90400 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/xperion-ltd.html?p5286=9
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/yit-corp..html?p5286=9
ZEF Solutions Ltd,Kiilakiventie 1,90250 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/zef-solutions-ltd.html?p5286=9
Turveruukki Ltd,Teknologiantie 12,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/turveruukki-ltd.html?p5286=10
Arkkitehtuuritsto ARKDESIGN Juha Paldanius Ltd,Vanhatie 73,90310 Oulu,Creative industries,http://www.businessoulu.com/en/company-services/online-services/company-database/company/arkkitehtuuritsto-arkdesign-juha-paldanius-ltd.html?p5286=10
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/edanova-ltd-pohjolan-tietotekniikka.html?p5286=10
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/architects-office-ilpo-vaisanen-ltd.html?p5286=10
V. E. Lipponen Ltd,Nuottasaarentie 8,90400 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/v.-e.-lipponen-ltd.html?p5286=10
Oulun Huoltomaalaus,Kalliotie 14 A 24,90500 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-huoltomaalaus.html?p5286=10
Synkroni Ltd,Uusikatu 35,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/synkroni-ltd.html?p5286=10
Arkkitehtitoiminta A4,Kirkkokatu 53,90100 Oulu,2007 I brought up a discussion in the internet about a possibility to build a finnish indigenous small single engine airplane with minimum engine output. This could also be operated with solar energy and uses a composite material mostly plywood, foam and carbon.,http://www.businessoulu.com/en/company-services/online-services/company-database/company/arkkitehtitoiminta-a4.html?p5286=10
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/konehuolto-jukka-levainen.html?p5286=10
Ovenia Ltd,Torikatu 21,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/ovenia-ltd.html?p5286=10
Wetteri Power Ltd,Poikkimaantie 31,90400 Oulu,Trade and servicesmaintenance and repair serviceswholesale and agency,http://www.businessoulu.com/en/company-services/online-services/company-database/company/wetteri-power-ltd.html?p5286=10
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/asianajotoimisto-hautala-wallen-leino-ltd.html?p5286=10
Rakennuspalvelu Kokko Ltd,Teollisuustie 1,90830 Haukipudas,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/rakennuspalvelu-kokko-ltd.html?p5286=10
Lapland Water Research Ltd,Sammonkatu 8, 90570 Oulu,Hallituskatu 20 B, 96100 Rovaniemi,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/lapland-water-research-ltd.html?p5286=10
Arkkitehtiasema Ltd,Asemakatu 18,90100 Oulu,Creative industries,http://www.businessoulu.com/en/company-services/online-services/company-database/company/arkkitehtiasema-ltd.html?p5286=10
Oulun DataPalvelut Ltd,Myllytie 2,90500 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-datapalvelut-ltd.html?p5286=11
Oulun Putkipinnoitus Ltd New Tube,Vinkakatu 4,15700 Lahti,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/oulun-putkipinnoitus-ltd-new-tube.html?p5286=11
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/helanen-mikko-juhani.html?p5286=11
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/konehuolto-unto-auvinen.html?p5286=11
Lukkaroinen Architects Ltd,Kauurienkatu 12,90100 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/lukkaroinen-architects-ltd.html?p5286=11
Rastor Ltd Oulu,Vihikari 10,90440 Kempele,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/rastor-ltd-oulu.html?p5286=11
Avania,Uusikatu 57-59,90120 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/avania.html?p5286=11
Asianajotoimisto Heikki Kukkonen sMBR Ltd,Torikatu 18,90100 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/asianajotoimisto-heikki-kukkonen-smbr-ltd.html?p5286=11
2C Customer Consulting Ltd,PL 159,90101 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/2c-customer-consulting-ltd.html?p5286=11
Atfoil,Reimaritie 8,90520 Oulu,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/atfoil.html?p5286=11
BE Group Ltd,Kiilakiventie 1,90250 Oulu,Large corporation,http://www.businessoulu.com/en/company-services/online-services/company-database/company/be-group-ltd.html?p5286=11
,,,,http://www.businessoulu.com/en/company-services/online-services/company-database/company/asianajotoimisto-veli-paivikko-ltd.html?p5286=11
Bookmaster Ltd,Koulukatu 9 B,90100 OULU,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/bookmaster-ltd.html?p5286=11
Aava Mobile Ltd,Nahkatehtaankatu 2,90130 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/aava-mobile-ltd.html?p5286=11
EB (Elektrobit),Tutkijantie 8,90590 Oulu,SME,http://www.businessoulu.com/en/company-services/online-services/company-database/company/eb-elektrobit.html?p5286=11
Wantlet (Cascard Ltd),Kasarmintie 21,90130 Oulu,ICT & Nano,http://www.businessoulu.com/en/company-services/online-services/company-database/company/wantlet-cascard-ltd.html?p5286=12
Art Hannila,Oulu,+358 (0)44 330 4112,Micro-company,http://www.businessoulu.com/en/company-services/online-services/company-database/company/art-hannila.html?p5286=12
